文件名,直接原因,最终三元组
hs2021-1_print.txt,操作失误;  设备防护缺失,\n(安全制度缺失，导致，隐患排查治理制度缺失) \n(安全制度缺失，导致，安全操作规程缺失) \n(安全培训教育不足，导致，安全教育和培训不足) \n(现场监督检查不力，导致，现场监督检查不到位) \n(安全教育和培训不足，导致，操作失误) \n(隐患排查治理制度缺失，导致，设备防护缺失) \n(安全操作规程缺失，导致，操作失误) \n(现场监督检查不到位，导致，操作失误) \n(操作失误，和，设备防护缺失) \n(操作失误，导致，机械伤害) \n(设备防护缺失，导致，机械伤害) \n(机械伤害，导致，1人死亡；0人受伤；直接经济损失约228万元)\n##
hs2021-2_print.txt,锅炉内存在氢气等混合可燃气体;  操作人员使用角磨机切割螺栓产生明火,\n(现场监督检查不力，和，安全培训教育不足) \n(现场监督检查不力，导致，生产单位设计制造依据标准错误) \n(现场监督检查不力，导致，设计文件鉴定机构忽略电极加热能产生氢气的风险隐患) \n(安全培训教育不足，导致，生产单位设计制造依据标准错误) \n(安全培训教育不足，导致，设计文件鉴定机构忽略电极加热能产生氢气的风险隐患) \n(生产单位设计制造依据标准错误，导致，锅炉内存在氢气等混合可燃气体) \n(设计文件鉴定机构忽略电极加热能产生氢气的风险隐患，导致，操作人员使用角磨机切割螺栓产生明火) \n(锅炉内存在氢气等混合可燃气体，和，操作人员使用角磨机切割螺栓产生明火) \n(锅炉内存在氢气等混合可燃气体，导致，爆炸) \n(操作人员使用角磨机切割螺栓产生明火，导致，爆炸) \n(爆炸，导致，1人死亡；0人受伤；直接经济损失约185.5万元)\n##
hs2021-3_print.txt,在手动盘车过程中突然站起，违反安全规定,\n(安全培训教育不足，和，现场监管不到位) \n(安全培训教育不足，导致，作业人员安全意识淡薄) \n(安全培训教育不足，导致，危险因素辨识不充分) \n(现场监管不到位，导致，危险因素辨识不充分) \n(现场监管不到位，导致，事故防范措施不到位) \n(作业人员安全意识淡薄，导致，在手动盘车过程中突然站起，违反安全规定) \n(危险因素辨识不充分，导致，在手动盘车过程中突然站起，违反安全规定) \n(事故防范措施不到位，导致，在手动盘车过程中突然站起，违反安全规定) \n(在手动盘车过程中突然站起，违反安全规定，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约135万元)\n##
hs2021-4_print.txt,违章解开安全带;  彩钢板被切割后易弯折,\n(安全监管不力，导致，身体不适) \n(安全监管不力，导致，彩钢板被切割后易弯折) \n(身体不适，导致，违章解开安全带) \n(违章解开安全带，导致，高处坠落) \n(彩钢板被切割后易弯折，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2021-6_print.txt,未正确系挂安全带;  擅自跨越防护护栏,\n(资质审核不到位，导致，个人安全防护用品使用现场管理不严) \n(资质审核不到位，导致，施工作业环境风险辨识不到位) \n(安全培训教育不足，导致，安全意识淡薄) \n(安全培训教育不足，导致，施工作业环境风险辨识不到位) \n(现场监管不到位，导致，安全意识淡薄) \n(现场监管不到位，导致，未能及时发现和制止违规行为) \n(施工作业环境风险辨识不到位，导致，未及时发现并消除事故隐患) \n(个人安全防护用品使用现场管理不严，导致，未正确系挂安全带) \n(安全意识淡薄，导致，未正确系挂安全带) \n(安全意识淡薄，导致，擅自跨越防护护栏) \n(未能及时发现和制止违规行为，导致，擅自跨越防护护栏) \n(未及时发现并消除事故隐患，导致，擅自跨越防护护栏) \n(未正确系挂安全带，和，擅自跨越防护护栏) \n(未正确系挂安全带，导致，高处坠落) \n(擅自跨越防护护栏，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2021-7_print.txt,风管隔断挡板突然关闭;   在气动门未断气、电磁阀未断电的情况下进入有限空间作业,\n(安全培训教育不足，导致，工人安全意识淡薄) \n(安全培训教育不足，导致，隐患排查不到位) \n(检修施工方案审核不严，导致，检修施工方案不完善) \n(检修施工方案审核不严，导致，隐患排查不到位) \n(有限空间作业管理缺失，导致，有限空间作业审批流于形式) \n(有限空间作业管理缺失，导致，未辨识出有限空间作业中存在的安全风险) \n(有限空间作业管理缺失，导致，未核实有限空间作业人员身份) \n(有限空间作业管理缺失，导致，未确认现场作业条件符合安全作业要求) \n(有限空间作业管理缺失，导致，未确保气动门断气、电磁阀断电、并进行余气泄压) \n(作业组织不规范，导致，防磨作业现场未确定专人进行统一指挥和监督) \n(作业组织不规范，导致，未制定有针对性的安全防护措施) \n(隐患排查不到位，导致，未辨识出防磨作业施工过程存在的风险) \n(隐患排查不到位，导致，未制定有针对性的安全防护措施) \n(工人安全意识淡薄，导致，未辨识出有限空间作业中存在的安全风险) \n(检修施工方案不完善，导致，未辨识出防磨作业施工过程存在的风险) \n(未制定有针对性的安全防护措施，导致，风管隔断挡板突然关闭) \n(防磨作业现场未确定专人进行统一指挥和监督，导致，未确保气动门断气、电磁阀断电、并进行余气泄压) \n(未确保气动门断气、电磁阀断电、并进行余气泄压，导致，在气动门未断气、电磁阀未断电的情况下进入有限空间作业) \n(未辨识出防磨作业施工过程存在的风险，导致，风管隔断挡板突然关闭) \n(风管隔断挡板突然关闭，和，在气动门未断气、电磁阀未断电的情况下进入有限空间作业) \n(风管隔断挡板突然关闭，导致，物体打击) \n(在气动门未断气、电磁阀未断电的情况下进入有限空间作业，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约120万元)\n##
hs2021-8_print.txt,擅自开启隔离带电部位挡板进行清灰作业,\n(安全制度缺失，导致，未能有效落实隐患排查治理制度) \n(安全制度缺失，导致，监督“两票”制度落实不力) \n(安全制度缺失，导致，小辛集乡人民政府安全生产责任制不健全) \n(安全培训教育不足，导致，督促员工执行安全生产规章制度和安全操作规程不到位) \n(安全培训教育不足，导致，对隐患排查工作督促指导不到位) \n(安全培训教育不足，导致，企业主要负责人履行督查检查安全生产工作职责不到位) \n(现场监督检查不力，导致，事故隐患未能及时发现消除) \n(现场监督检查不力，导致，县发改委安全生产监督检查专业化程度不够) \n(现场监督检查不力，导致，小辛集乡人民政府安全生产监督检查力度不够) \n(未能有效落实隐患排查治理制度，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(监督“两票”制度落实不力，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(小辛集乡人民政府安全生产责任制不健全，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(督促员工执行安全生产规章制度和安全操作规程不到位，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(对隐患排查工作督促指导不到位，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(企业主要负责人履行督查检查安全生产工作职责不到位，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(事故隐患未能及时发现消除，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(县发改委安全生产监督检查专业化程度不够，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(小辛集乡人民政府安全生产监督检查力度不够，导致，擅自开启隔离带电部位挡板进行清灰作业) \n(擅自开启隔离带电部位挡板进行清灰作业，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约98万元)\n##
hs2021-9_print.txt,疾病突发;  高压静触头暴露,\n(安全措施执行不到位，导致，开关柜门未关闭) \n(现场监管不力，导致，开关柜门未关闭) \n(开关柜门未关闭，导致，高压静触头暴露) \n(安全措施执行不到位，导致，疾病突发) \n(现场监管不力，导致，疾病突发) \n(疾病突发，导致，触电) \n(高压静触头暴露，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约96.5万元)\n##
hs2022-1_print.txt,违规离开栈桥进入灰库底部作业，不慎跌落至卸料斗内,\n(安全培训教育不足，导致，安全意识淡薄) \n(安全培训教育不足，导致，工作负责人能力不足) \n(人员安排不当，导致，监护人风险管控不到位) \n(人员安排不当，导致，工作负责人能力不足) \n(作业前未组织学习施工方案，导致，监护人风险管控不到位) \n(作业前未组织学习施工方案，导致，安全意识淡薄) \n(现场监督检查不力，导致，监护人风险管控不到位) \n(现场监督检查不力，导致，工作负责人能力不足) \n(安全意识淡薄，导致，违规离开栈桥进入灰库底部作业，不慎跌落至卸料斗内) \n(工作负责人能力不足，导致，违规离开栈桥进入灰库底部作业，不慎跌落至卸料斗内) \n(监护人风险管控不到位，导致，违规离开栈桥进入灰库底部作业，不慎跌落至卸料斗内) \n(违规离开栈桥进入灰库底部作业，不慎跌落至卸料斗内，导致，窒息) \n(窒息，导致，1人死亡；0人受伤；直接经济损失230万元)\n##
hs2022-2_print.txt,违章指挥，未确认检修区域是否有其他作业人员就发出启动皮带指令;   在危险区域作业,\n(安全组织机构不健全，导致，事发区域无专职安全监管人员) \n(安全组织机构不健全，导致，未严格执行检修作业票签字确认制度) \n(安全培训教育不足，导致，未集中召开岗前作业交底会) \n(安全培训教育不足，导致，未严格执行检修作业票签字确认制度) \n(安全责任不落实，导致，未严格执行检修作业票签字确认制度) \n(安全责任不落实，导致，未集中召开岗前作业交底会) \n(事发区域无专职安全监管人员，导致，违章指挥，未确认检修区域是否有其他作业人员就发出启动皮带指令) \n(未集中召开岗前作业交底会，导致，在危险区域作业) \n(未严格执行检修作业票签字确认制度，导致，违章指挥，未确认检修区域是否有其他作业人员就发出启动皮带指令) \n(违章指挥，未确认检修区域是否有其他作业人员就发出启动皮带指令，和，在危险区域作业) \n(违章指挥，未确认检修区域是否有其他作业人员就发出启动皮带指令，导致，物体打击) \n(在危险区域作业，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2022-3_print.txt,未设置明显警示标志;   未采取硬隔离措施;   未对巡查人员告知提醒;   未安排现场安全监护人员;   巡查人员注意力不集中;   巡查人员对现场环境观察不周,\n(安全管理工作存在漏洞，导致，安全意识薄弱)  \n(安全教育培训工作不严不实，导致，安全意识薄弱)  \n(现场安全检查不到位，导致，安全意识薄弱)  \n(对外委单位安全监管责任落实不到位，导致，安全意识薄弱)  \n(现场作业督促检查不力，导致，安全意识薄弱)  \n(安全意识薄弱，导致，未设置明显警示标志)  \n(安全意识薄弱，导致，未采取硬隔离措施)  \n(安全意识薄弱，导致，未对巡查人员告知提醒)  \n(安全意识薄弱，导致，未安排现场安全监护人员)  \n(安全意识薄弱，导致，巡查人员注意力不集中)  \n(安全意识薄弱，导致，巡查人员对现场环境观察不周)  \n(巡查人员注意力不集中，导致，巡查人员对现场环境观察不周)  \n(未设置明显警示标志，导致，高处坠落)  \n(未采取硬隔离措施，导致，高处坠落)  \n(未对巡查人员告知提醒，导致，高处坠落)  \n(未安排现场安全监护人员，导致，高处坠落)  \n(巡查人员注意力不集中，导致，高处坠落)  \n(巡查人员对现场环境观察不周，导致，高处坠落)  \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)
hs2022-4_print.txt,未使用保险带进行高空作业,\n(安全制度缺失，导致，安全文化缺失) \n(安全制度缺失，导致，安全警示不到位) \n(安全培训教育不足，导致，安全文化缺失) \n(安全培训教育不足，导致，安全警示不到位) \n(现场监督检查不力，导致，安全文化缺失) \n(现场监督检查不力，导致，安全警示不到位) \n(安全管理缺失，导致，安全文化缺失) \n(安全管理缺失，导致，安全警示不到位) \n(安全文化缺失，导致，未使用保险带进行高空作业) \n(安全警示不到位，导致，未使用保险带进行高空作业) \n(未使用保险带进行高空作业，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2022-5_print.txt,违反操作规程进入车厢之间处理钩头;  操作员在未接到通知的情况下操作空车调车机,\n(安全生产规章制度落实不到位，导致，操作规程可操作性不强) \n(安全生产规章制度落实不到位，导致，安全风险辨识能力不强) \n(安全培训教育不足，导致，安全意识淡薄) \n(安全培训教育不足，导致，安全风险辨识能力不强) \n(安全培训教育不足，导致，应急处置能力欠缺) \n(现场监督检查不力，导致，操作规程可操作性不强) \n(现场监督检查不力，导致，安全风险辨识能力不强) \n(隐患排查不到位，导致，安全风险辨识能力不强) \n(隐患排查不到位，导致，应急处置能力欠缺) \n(操作规程可操作性不强，导致，违反操作规程进入车厢之间处理钩头) \n(操作规程可操作性不强，导致，操作员在未接到通知的情况下操作空车调车机) \n(安全意识淡薄，导致，违反操作规程进入车厢之间处理钩头) \n(安全风险辨识能力不强，导致，违反操作规程进入车厢之间处理钩头) \n(安全风险辨识能力不强，导致，操作员在未接到通知的情况下操作空车调车机) \n(应急处置能力欠缺，导致，违反操作规程进入车厢之间处理钩头) \n(违反操作规程进入车厢之间处理钩头，和，操作员在未接到通知的情况下操作空车调车机) \n(违反操作规程进入车厢之间处理钩头，导致，物体打击) \n(操作员在未接到通知的情况下操作空车调车机，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约120万元)\n##
hs2022-6_print.txt,违规独自进行穿放钢丝绳作业;  未使用放绳器;  钢丝绳下端无支撑物导致失控下滑,\n(安全责任制不落实，导致，未严格执行施工方案) \n(安全责任制不落实，导致，未提供有效工具（放绳器）) \n(三级安全教育培训不到位，导致，职工安全意识淡薄) \n(三级安全教育培训不到位，导致，未严格执行施工方案) \n(涂改作业票，导致，未严格执行施工方案) \n(涂改作业票，导致，职工安全意识淡薄) \n(未如实报备作业人员，导致，未严格执行施工方案) \n(未如实报备作业人员，导致，职工安全意识淡薄) \n(擅自变更维修作业人员，导致，有非工作班人员参加施工作业) \n(擅自变更维修作业人员，导致，未严格执行施工方案) \n(有非工作班人员参加施工作业，导致，职工安全意识淡薄) \n(职工安全意识淡薄，导致，违规独自进行穿放钢丝绳作业) \n(未严格执行施工方案，导致，违规独自进行穿放钢丝绳作业) \n(未提供有效工具（放绳器），导致，未使用放绳器) \n(未使用放绳器，导致，钢丝绳下端无支撑物导致失控下滑) \n(违规独自进行穿放钢丝绳作业，导致，物体打击) \n(未使用放绳器，导致，物体打击) \n(钢丝绳下端无支撑物导致失控下滑，导致，物体打击) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2022-7_print.txt,擅自离开指定巡检区域;  进入非授权作业区域;  无视安全警示标志;  翻越临时围栏,\n(安全培训教育不足，导致，安全意识薄弱)  \n(现场监督检查不力，导致，安全意识薄弱)  \n(安全培训教育不足，和，现场监督检查不力)  \n(安全意识薄弱，导致，擅自离开指定巡检区域)  \n(安全意识薄弱，导致，进入非授权作业区域)  \n(安全意识薄弱，导致，无视安全警示标志)  \n(安全意识薄弱，导致，翻越临时围栏)  \n(擅自离开指定巡检区域，和，进入非授权作业区域)  \n(擅自离开指定巡检区域，和，无视安全警示标志)  \n(擅自离开指定巡检区域，和，翻越临时围栏)  \n(进入非授权作业区域，和，无视安全警示标志)  \n(进入非授权作业区域，和，翻越临时围栏)  \n(无视安全警示标志，和，翻越临时围栏)  \n(擅自离开指定巡检区域，导致，高处坠落)  \n(进入非授权作业区域，导致，高处坠落)  \n(无视安全警示标志，导致，高处坠落)  \n(翻越临时围栏，导致，高处坠落)  \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失70万元)
hs2022-8_print.txt,未办理登高作业票;  私自解开安全带,\n(安全管理制度缺失，导致，安全培训教育不足) \n(安全管理制度缺失，导致，现场监督检查不力) \n(安全管理制度缺失，导致，隐患排查不到位) \n(安全培训教育不足，导致，作业人员安全意识薄弱) \n(现场监督检查不力，导致，脚手架搭设不规范) \n(隐患排查不到位，导致，未进行危险有害因素辨识) \n(作业人员安全意识薄弱，导致，未进行危险有害因素辨识) \n(作业人员安全意识薄弱，导致，未办理登高作业票) \n(作业人员安全意识薄弱，导致，私自解开安全带) \n(脚手架搭设不规范，导致，私自解开安全带) \n(未办理登高作业票，和，私自解开安全带) \n(未办理登高作业票，导致，高处坠落) \n(私自解开安全带，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
hs2022-9_print.txt,金属花纹板锈蚀穿孔（强度不足）;   拆除隔离铁丝网并进入危险区域（违章操作）,\n(未严格执行隐患汇报制度（隐患未上报），导致，工作前风险辨识不到位（未有效沟通现场风险）) \n(未严格执行隐患汇报制度（隐患未上报），导致，隐患治理不到位（仅采用简易隔离措施）) \n(未严格执行隐患汇报制度（隐患未上报），导致，安全意识薄弱（对危险性认识不足）) \n(工作前风险辨识不到位（未有效沟通现场风险），导致，安全意识薄弱（对危险性认识不足）) \n(隐患治理不到位（仅采用简易隔离措施），导致，安全意识薄弱（对危险性认识不足）) \n(隐患治理不到位（仅采用简易隔离措施），导致，金属花纹板锈蚀穿孔（强度不足）) \n(安全意识薄弱（对危险性认识不足），导致，拆除隔离铁丝网并进入危险区域（违章操作）) \n(金属花纹板锈蚀穿孔（强度不足），和，拆除隔离铁丝网并进入危险区域（违章操作）) \n(金属花纹板锈蚀穿孔（强度不足），导致，高处坠落) \n(拆除隔离铁丝网并进入危险区域（违章操作），导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
pj2012-1_print.txt,在杆塔上有人作业时调整临时拉线;  永久拉线未安装完毕就拆除临时拉线;   使用不符合标准的临时拉线,\n(安全制度缺失，导致，安全技术措施方案内容不明确) \n(安全制度缺失，导致，安全技术措施方案引用作废标准) \n(监督检查不力，导致，施工现场无安全监护人) \n(监督检查不力，导致，施工作业凭经验判断) \n(监督检查不力，导致，现场安全缺乏统一指挥) \n(监督检查不力，导致，现场管理人员监督不力) \n(安全技术措施方案内容不明确，导致，在杆塔上有人作业时调整临时拉线) \n(施工作业凭经验判断，导致，在杆塔上有人作业时调整临时拉线) \n(安全技术措施方案引用作废标准，导致，使用不符合标准的临时拉线) \n(现场管理人员监督不力，导致，使用不符合标准的临时拉线) \n(施工现场无安全监护人，导致，永久拉线未安装完毕就拆除临时拉线) \n(现场安全缺乏统一指挥，导致，永久拉线未安装完毕就拆除临时拉线) \n(在杆塔上有人作业时调整临时拉线，和，永久拉线未安装完毕就拆除临时拉线) \n(在杆塔上有人作业时调整临时拉线，和，使用不符合标准的临时拉线) \n(永久拉线未安装完毕就拆除临时拉线，和，使用不符合标准的临时拉线) \n(在杆塔上有人作业时调整临时拉线，导致，高处坠落) \n(永久拉线未安装完毕就拆除临时拉线，导致，高处坠落) \n(使用不符合标准的临时拉线，导致，高处坠落) \n(高处坠落，导致，4人死亡；0人受伤；直接经济损失约290万元)\n##
pj2012-2_print.txt,绞磨机突然熄火;  制动器失灵;   尾绳脱落;   安全管理员未制止作业人员在倒杆范围内工作;   作业人员未主动撤离危险区,\n(施工机械设备安全检查制度不健全，导致，现场管理不到位) \n(施工机械设备安全检查制度不健全，导致，安全教育培训不到位) \n(安全教育培训不到位，导致，作业人员安全意识淡薄) \n(作业人员安全意识淡薄，导致，作业人员未主动撤离危险区) \n(现场管理不到位，导致，安全管理员未制止作业人员在倒杆范围内工作) \n(施工机械设备安全检查制度不健全，导致，绞磨机突然熄火) \n(施工机械设备安全检查制度不健全，导致，制动器失灵) \n(施工机械设备安全检查制度不健全，导致，尾绳脱落) \n(绞磨机突然熄火，导致，物体打击) \n(制动器失灵，导致，物体打击) \n(尾绳脱落，导致，物体打击) \n(安全管理员未制止作业人员在倒杆范围内工作，导致，物体打击) \n(作业人员未主动撤离危险区，导致，物体打击) \n(绞磨机突然熄火，和，制动器失灵) \n(绞磨机突然熄火，和，尾绳脱落) \n(制动器失灵，和，尾绳脱落) \n(安全管理员未制止作业人员在倒杆范围内工作，和，作业人员未主动撤离危险区) \n(物体打击，导致，1人死亡；0人受伤；直接经济损失约50万元)\n##
pj2013-1_print.txt,作业人员违规作业；未申请带电作业；未使用绝缘工具；监护人未到场情况下进行砍树作业,(安全制度缺失，导致，安全管理和教育培训不到位)\n(安全培训教育不足，导致，安全管理和教育培训不到位)\n(现场监督检查不力，导致，安全管理和教育培训不到位)\n(安全管理和教育培训不到位，导致，作业人员违规作业)\n(安全管理和教育培训不到位，导致，未申请带电作业)\n(安全管理和教育培训不到位，导致，未使用绝缘工具)\n(安全管理和教育培训不到位，导致，监护人未到场情况下进行砍树作业)\n(作业人员违规作业，和，未申请带电作业)\n(作业人员违规作业，和，未使用绝缘工具)\n(作业人员违规作业，和，监护人未到场情况下进行砍树作业)\n(未申请带电作业，和，未使用绝缘工具)\n(未申请带电作业，和，监护人未到场情况下进行砍树作业)\n(未使用绝缘工具，和，监护人未到场情况下进行砍树作业)\n(作业人员违规作业，导致，坍塌)\n(未申请带电作业，导致，坍塌)\n(未使用绝缘工具，导致，坍塌)\n(监护人未到场情况下进行砍树作业，导致，坍塌)\n(坍塌，导致，1人死亡；3人受伤；直接经济损失约0万元)
pj2013-2_print.txt,未履行危险点控制措施;   使用不合格断线钳（手柄绝缘不全）;  存在用户自发电源倒供 \n实验结束,\n(安全制度缺失，导致，施工程序混乱) \n(安全培训教育不足，导致，作业人员配置不合规) \n(现场监管不到位，导致，作业人员配置不合规) \n(施工程序混乱，导致，存在用户自发电源倒供) \n(作业人员配置不合规，导致，未履行危险点控制措施) \n(作业人员配置不合规，导致，使用不合格断线钳) \n(未履行危险点控制措施，和，使用不合格断线钳) \n(未履行危险点控制措施，和，存在用户自发电源倒供) \n(使用不合格断线钳，和，存在用户自发电源倒供) \n(未履行危险点控制措施，导致，触电) \n(使用不合格断线钳，导致，触电) \n(存在用户自发电源倒供，导致，触电) \n(触电，导致，1人死亡；0人受伤；直接经济损失约0万元)\n##
pj2014-1_print.txt,未架设临时地锚和拉线,\n(安全培训教育不足，导致，技能不足) \n(安全培训教育不足，导致，安全意识薄弱) \n(资质审核不到位，导致，技能不足) \n(资质审核不到位，导致，安全意识薄弱) \n(安全制度缺失，导致，安全技术交底流于形式) \n(安全制度缺失，导致，技能不足) \n(现场监督检查不力，导致，未遵守操作规程) \n(现场监督检查不力，导致，安全技术交底流于形式) \n(外委工程监管不力，导致，安全技术交底流于形式) \n(外委工程监管不力，导致，安全意识薄弱) \n(隐患排查不到位，导致，未遵守操作规程) \n(隐患排查不到位，导致，技能不足) \n(技能不足，导致，未遵守操作规程) \n(安全意识薄弱，导致，未遵守操作规程) \n(安全技术交底流于形式，导致，未遵守操作规程) \n(未遵守操作规程，导致，未架设临时地锚和拉线) \n(未架设临时地锚和拉线，导致，坍塌) \n(坍塌，导致，2人死亡；2人受伤；直接经济损失约256万元)\n##
pj2014-2_print.txt,未按规定将安全带挂扣在牢固构件上;  抱杆突然弯曲导致塔片下坠,\n(资质审核不到位，导致，高处作业技能不足) \n(资质审核不到位，导致，安全意识薄弱) \n(安全培训教育不足，导致，高处作业技能不足) \n(安全培训教育不足，导致，安全意识薄弱) \n(作业组织不规范，导致，作业票制度未执行) \n(作业组织不规范，导致，施工安全措施缺失) \n(安全责任不落实，导致，作业票制度未执行) \n(安全责任不落实，导致，施工安全措施缺失) \n(现场监管不到位，导致，作业票制度未执行) \n(现场监管不到位，导致，施工安全措施缺失) \n(安全制度执行不到位，导致，作业票制度未执行) \n(安全制度执行不到位，导致，施工安全措施缺失) \n(监督不力，导致，作业票制度未执行) \n(监督不力，导致，施工安全措施缺失) \n(隐患排查不到位，导致，作业票制度未执行) \n(隐患排查不到位，导致，施工安全措施缺失) \n(高处作业技能不足，导致，未按规定将安全带挂扣在牢固构件上) \n(安全意识薄弱，导致，未按规定将安全带挂扣在牢固构件上) \n(施工安全措施缺失，导致，抱杆突然弯曲导致塔片下坠) \n(未按规定将安全带挂扣在牢固构件上，和，抱杆突然弯曲导致塔片下坠) \n(未按规定将安全带挂扣在牢固构件上，导致，高处坠落) \n(抱杆突然弯曲导致塔片下坠，导致，高处坠落) \n(高处坠落，导致，2人死亡；0人受伤；直接经济损失约0万元)\n##
pj2014-3_print.txt,违规操作擅自起立钢管;  操作失误碰触10kV线路; 10kV线路距离施工区域仅2米,\n(安全培训教育不足，导致，安全意识薄弱) \n(隐患排查不到位，导致，工作条件：带电线路靠近施工区) \n(现场监管不到位，导致，安全意识薄弱) \n(安全意识薄弱，导致，违规操作擅自起立钢管) \n(安全意识薄弱，导致，操作失误碰触10kV线路) \n(工作条件：带电线路靠近施工区，导致，物的不安全状态：10kV线路距离施工区域仅2米) \n(违规操作擅自起立钢管，和，操作失误碰触10kV线路) \n(违规操作擅自起立钢管，和，物的不安全状态：10kV线路距离施工区域仅2米) \n(操作失误碰触10kV线路，和，物的不安全状态：10kV线路距离施工区域仅2米) \n(违规操作擅自起立钢管，导致，触电) \n(操作失误碰触10kV线路，导致，触电) \n(物的不安全状态：10kV线路距离施工区域仅2米，导致，触电) \n(触电，导致，2人死亡；0人受伤；直接经济损失约0万元) \n实验结束\n##
pj2014-4_print.txt,绞磨操作失误,\n(隐患排查不到位，导致，施工人员自我防护能力不足) \n(隐患排查不到位，导致，现场安全员监护不到位) \n(应急方案缺失，导致，施工人员自我防护能力不足) \n(应急方案缺失，导致，现场安全员监护不到位) \n(施工人员自我防护能力不足，导致，注意力分散) \n(注意力分散，导致，尾绳松脱) \n(尾绳松脱，导致，绞磨操作失误) \n(现场安全员监护不到位，导致，绞磨操作失误) \n(绞磨操作失误，导致，高处坠落) \n(高处坠落，导致，1人死亡；0人受伤；直接经济损失0万元)\n##
pj2014-5_print.txt,使用汽油机水泵在深基坑底部抽排积水;  未实施机械通风换气;  误判中毒为中暑;  盲目下基坑施救,\n(管理缺陷，导致，铁塔深基坑施工安全技术交底不到位) \n(管理缺陷，导致，未针对深基坑有限空间作业进行安全教育和考试、告知操作规程和违章操作的危害) \n(管理缺陷，导致，将分包工程违法转包给无执业资格的个人组织施工) \n(管理缺陷，导致，对《基础施工安全保障措施》《深基坑开挖专项施工方案》的落实现场监督检查不力) \n(管理缺陷，导致，未制定和落实安全生产责任制度及作业审批、培训教育、安全设施监管、检测等规章制度和安全操作规程) \n(管理缺陷，导致，未编制现场处置方案、配备应急器材、进行应急救援培训和演练) \n(管理缺陷，导致，对在建电力工程安全生产行政监管严重缺位，对违法违规施工行为查处不力) \n(铁塔深基坑施工安全技术交底不到位，导致，未实施机械通风换气) \n(未针对深基坑有限空间作业进行安全教育和考试、告知操作规程和违章操作的危害，导致，误判中毒为中暑) \n(对《基础施工安全保障措施》《深基坑开挖专项施工方案》的落实现场监督检查不力，导致，使用汽油机水泵在深基坑底部抽排积水) \n(未制定和落实安全生产责任制度及作业审批、培训教育、安全设施监管、检测等规章制度和安全操作规程，导致，盲目下基坑施救) \n(使用汽油机水泵在深基坑底部抽排积水，和，未实施机械通风换气) \n(使用汽油机水泵在深基坑底部抽排积水，和，误判中毒为中暑) \n(使用汽油机水泵在深基坑底部抽排积水，和，盲目下基坑施救) \n(未实施机械通风换气，和，误判中毒为中暑) \n(未实施机械通风换气，和，盲目下基坑施救) \n(误判中毒为中暑，和，盲目下基坑施救) \n(使用汽油机水泵在深基坑底部抽排积水，导致，中毒) \n(未实施机械通风换气，导致，中毒) \n(误判中毒为中暑，导致，中毒) \n(盲目下基坑施救，导致，中毒) \n(中毒，导致，2人死亡；3人受伤；直接经济损失约0万元)\n##
